KIND              ADDRESS  NAME                                                        
STATIC_FUNC   0x000000000  NDebugOverlay::Sphere_ang                                   
MEMBER_FUNC   0x000000000  INextBot::IsRangeLessThan                                   
MEMBER_FUNC   0x000000000  INextBot::IsRangeGreaterThan                                
VIRTUAL_FUNC  0x0fffffffc  NextBotPlayer<CTFPlayer>::GetEntity                         
MEMBER_FUNC   0x075d1ba60  INextBotComponent::GetBot                                   
MEMBER_FUNC   0x0760e4e10  CKnownEntity::Destroy                                       
MEMBER_FUNC   0x0760e72c0  CKnownEntity::UpdatePosition                                
MEMBER_FUNC   0x0760e51c0  CKnownEntity::GetEntity                                     
MEMBER_FUNC   0x075eb7b90  CKnownEntity::GetLastKnownPosition                          
MEMBER_FUNC   0x0760e56f0  CKnownEntity::HasLastKnownPositionBeenSeen                  
MEMBER_FUNC   0x0760e62d0  CKnownEntity::MarkLastKnownPositionAsSeen                   
MEMBER_FUNC   0x0760e5390  CKnownEntity::GetLastKnownArea                              
MEMBER_FUNC   0x0760e5610  CKnownEntity::GetTimeSinceLastKnown                         
MEMBER_FUNC   0x0760e55f0  CKnownEntity::GetTimeSinceBecameKnown                       
MEMBER_FUNC   0x0760e7400  CKnownEntity::UpdateVisibilityStatus                        
MEMBER_FUNC   0x0760e6280  CKnownEntity::IsVisibleInFOVNow                             
MEMBER_FUNC   0x0760e6290  CKnownEntity::IsVisibleRecently                             
MEMBER_FUNC   0x0760e5600  CKnownEntity::GetTimeSinceBecameVisible                     
MEMBER_FUNC   0x0760e56e0  CKnownEntity::GetTimeWhenBecameVisible                      
MEMBER_FUNC   0x0760e5620  CKnownEntity::GetTimeSinceLastSeen                          
MEMBER_FUNC   0x0760e7430  CKnownEntity::WasEverVisible                                
MEMBER_FUNC   0x0760e6210  CKnownEntity::IsObsolete                                    
MEMBER_FUNC   0x0760e4b50  CKnownEntity::operator==                                    
MEMBER_FUNC   0x0760e5820  CKnownEntity::Is                                            
MEMBER_FUNC   0x075e17970  INextBotEventResponder::FirstContainedResponder             
MEMBER_FUNC   0x075e10fd0  INextBotEventResponder::NextContainedResponder              
MEMBER_FUNC   0x0760cfe80  INextBotEventResponder::OnLeaveGround                       
MEMBER_FUNC   0x0760cfe40  INextBotEventResponder::OnLandOnGround                      
MEMBER_FUNC   0x0760cfd10  INextBotEventResponder::OnContact                           
MEMBER_FUNC   0x0760cffa0  INextBotEventResponder::OnMoveToSuccess                     
MEMBER_FUNC   0x0760cff60  INextBotEventResponder::OnMoveToFailure                     
MEMBER_FUNC   0x0760d0220  INextBotEventResponder::OnStuck                             
MEMBER_FUNC   0x0760d04d0  INextBotEventResponder::OnUnStuck                           
MEMBER_FUNC   0x0760d00f0  INextBotEventResponder::OnPostureChanged                    
MEMBER_FUNC   0x0760cfa60  INextBotEventResponder::OnAnimationActivityComplete         
MEMBER_FUNC   0x0760cfaa0  INextBotEventResponder::OnAnimationActivityInterrupted      
MEMBER_FUNC   0x0760cfae0  INextBotEventResponder::OnAnimationEvent                    
MEMBER_FUNC   0x0760cfd90  INextBotEventResponder::OnIgnite                            
MEMBER_FUNC   0x0760cfdc0  INextBotEventResponder::OnInjured                           
MEMBER_FUNC   0x0760cfe00  INextBotEventResponder::OnKilled                            
MEMBER_FUNC   0x0760d0070  INextBotEventResponder::OnOtherKilled                       
MEMBER_FUNC   0x0760d0160  INextBotEventResponder::OnSight                             
MEMBER_FUNC   0x0760cfef0  INextBotEventResponder::OnLostSight                         
MEMBER_FUNC   0x0760d01a0  INextBotEventResponder::OnSound                             
MEMBER_FUNC   0x0760d01e0  INextBotEventResponder::OnSpokeConcept                      
MEMBER_FUNC   0x0760d0500  INextBotEventResponder::OnWeaponFired                       
MEMBER_FUNC   0x0760cffe0  INextBotEventResponder::OnNavAreaChanged                    
MEMBER_FUNC   0x0760cff30  INextBotEventResponder::OnModelChanged                      
MEMBER_FUNC   0x0760d00b0  INextBotEventResponder::OnPickUp                            
MEMBER_FUNC   0x0760cfd50  INextBotEventResponder::OnDrop                              
MEMBER_FUNC   0x0760cfa20  INextBotEventResponder::OnActorEmoted                       
MEMBER_FUNC   0x0760cfbe0  INextBotEventResponder::OnCommandAttack                     
MEMBER_FUNC   0x0760cfba0  INextBotEventResponder::OnCommandApproach(vec)              
MEMBER_FUNC   0x0760cfb60  INextBotEventResponder::OnCommandApproach(ent)              
MEMBER_FUNC   0x0760cfc90  INextBotEventResponder::OnCommandRetreat                    
MEMBER_FUNC   0x0760cfc20  INextBotEventResponder::OnCommandPause                      
MEMBER_FUNC   0x0760cfc60  INextBotEventResponder::OnCommandResume                     
MEMBER_FUNC   0x0760cfcd0  INextBotEventResponder::OnCommandString                     
MEMBER_FUNC   0x0760d0120  INextBotEventResponder::OnShoved                            
MEMBER_FUNC   0x0760cfb20  INextBotEventResponder::OnBlinded                           
MEMBER_FUNC   0x0760d0450  INextBotEventResponder::OnTerritoryContested                
MEMBER_FUNC   0x0760d0410  INextBotEventResponder::OnTerritoryCaptured                 
MEMBER_FUNC   0x0760d0490  INextBotEventResponder::OnTerritoryLost                     
MEMBER_FUNC   0x0760d0540  INextBotEventResponder::OnWin                               
MEMBER_FUNC   0x0760cfec0  INextBotEventResponder::OnLose                              
MEMBER_FUNC   0x0760cf8d0  IContextualQuery::ShouldPickUp                              
MEMBER_FUNC   0x0760d0790  IContextualQuery::ShouldHurry                               
MEMBER_FUNC   0x0760d0790  IContextualQuery::ShouldRetreat                             
MEMBER_FUNC   0x0760cf8d0  IContextualQuery::ShouldAttack                              
MEMBER_FUNC   0x0760cf8d0  IContextualQuery::IsHindrance                               
MEMBER_FUNC   0x075f7b550  IContextualQuery::SelectTargetPoint                         
MEMBER_FUNC   0x0760cf8d0  IContextualQuery::IsPositionAllowed                         
MEMBER_FUNC   0x075f6b0d0  IContextualQuery::SelectMoreDangerousThreat                 
MEMBER_FUNC   0x0760ea220  Path::IsValid                                               
MEMBER_FUNC   0x000000000  Path::ComputePathDetails                                    
MEMBER_FUNC   0x000000000  Path::BuildTrivialPath                                      
MEMBER_FUNC   0x000000000  Path::Optimize                                              
MEMBER_FUNC   0x0760ea510  Path::PostProcess                                           
VIRTUAL_FUNC  0x00000006c  PathFollower::Update                                        
VIRTUAL_FUNC  0x000000040  PathFollower::Invalidate                                    
VIRTUAL_FUNC  0x000000070  PathFollower::SetMinLookAheadDistance                       
VIRTUAL_FUNC  0x00000007c  ChasePath::Update                                           
MEMBER_FUNC   0x076228520  CTFBotPathCost::operator()                                  
MEMBER_FUNC   0x000000000  CZombiePathCost::operator()                                 
MEMBER_FUNC   0x000000000  Behavior<CTFBot>::FirstContainedResponder                   
MEMBER_FUNC   0x075e870f0  Action<CZombie>::FirstContainedResponder [INER]             
MEMBER_FUNC   0x075e10fd0  Action<CZombie>::NextContainedResponder [INER]              
MEMBER_FUNC   0x0760db160  Action<CZombie>::OnLeaveGround [INER]                       
MEMBER_FUNC   0x0760dae50  Action<CZombie>::OnLandOnGround [INER]                      
MEMBER_FUNC   0x0760d9ee0  Action<CZombie>::OnContact [INER]                           
MEMBER_FUNC   0x0760dc0e0  Action<CZombie>::OnMoveToSuccess [INER]                     
MEMBER_FUNC   0x0760dbdd0  Action<CZombie>::OnMoveToFailure [INER]                     
MEMBER_FUNC   0x0760ddd10  Action<CZombie>::OnStuck [INER]                             
MEMBER_FUNC   0x0760de990  Action<CZombie>::OnUnStuck [INER]                           
MEMBER_FUNC   0x0760dcd20  Action<CZombie>::OnPostureChanged [INER]                    
MEMBER_FUNC   0x0760d7cb0  Action<CZombie>::OnAnimationActivityComplete [INER]         
MEMBER_FUNC   0x0760d7ff0  Action<CZombie>::OnAnimationActivityInterrupted [INER]      
MEMBER_FUNC   0x0760d8300  Action<CZombie>::OnAnimationEvent [INER]                    
MEMBER_FUNC   0x0760da500  Action<CZombie>::OnIgnite [INER]                            
MEMBER_FUNC   0x0760da820  Action<CZombie>::OnInjured [INER]                           
MEMBER_FUNC   0x0760dab30  Action<CZombie>::OnKilled [INER]                            
MEMBER_FUNC   0x0760dc700  Action<CZombie>::OnOtherKilled [INER]                       
MEMBER_FUNC   0x0760dd370  Action<CZombie>::OnSight [INER]                             
MEMBER_FUNC   0x0760db7a0  Action<CZombie>::OnLostSight [INER]                         
MEMBER_FUNC   0x0760dd680  Action<CZombie>::OnSound [INER]                             
MEMBER_FUNC   0x0760dd9c0  Action<CZombie>::OnSpokeConcept [INER]                      
MEMBER_FUNC   0x0760decb0  Action<CZombie>::OnWeaponFired [INER]                       
MEMBER_FUNC   0x0760dc3f0  Action<CZombie>::OnNavAreaChanged [INER]                    
MEMBER_FUNC   0x0760dbab0  Action<CZombie>::OnModelChanged [INER]                      
MEMBER_FUNC   0x0760dca10  Action<CZombie>::OnPickUp [INER]                            
MEMBER_FUNC   0x0760da1f0  Action<CZombie>::OnDrop [INER]                              
MEMBER_FUNC   0x0760d7970  Action<CZombie>::OnActorEmoted [INER]                       
MEMBER_FUNC   0x0760d8f40  Action<CZombie>::OnCommandAttack [INER]                     
MEMBER_FUNC   0x0760d8c30  Action<CZombie>::OnCommandApproach(vec) [INER]              
MEMBER_FUNC   0x0760d8920  Action<CZombie>::OnCommandApproach(ent) [INER]              
MEMBER_FUNC   0x0760d98c0  Action<CZombie>::OnCommandRetreat [INER]                    
MEMBER_FUNC   0x0760d9250  Action<CZombie>::OnCommandPause [INER]                      
MEMBER_FUNC   0x0760d9560  Action<CZombie>::OnCommandResume [INER]                     
MEMBER_FUNC   0x0760d9bd0  Action<CZombie>::OnCommandString [INER]                     
MEMBER_FUNC   0x0760dd060  Action<CZombie>::OnShoved [INER]                            
MEMBER_FUNC   0x0760d8610  Action<CZombie>::OnBlinded [INER]                           
MEMBER_FUNC   0x0760de370  Action<CZombie>::OnTerritoryContested [INER]                
MEMBER_FUNC   0x0760de060  Action<CZombie>::OnTerritoryCaptured [INER]                 
MEMBER_FUNC   0x0760de680  Action<CZombie>::OnTerritoryLost [INER]                     
MEMBER_FUNC   0x0760defc0  Action<CZombie>::OnWin [INER]                               
MEMBER_FUNC   0x0760db470  Action<CZombie>::OnLose [INER]                              
MEMBER_FUNC   0x0760d78e0  Action<CZombie>::IsNamed                                    
MEMBER_FUNC   0x07627ea70  Action<CZombie>::GetFullName                                
MEMBER_FUNC   0x0760dd040  Action<CZombie>::OnStart                                    
MEMBER_FUNC   0x0760dd040  Action<CZombie>::Update                                     
MEMBER_FUNC   0x075e0fa90  Action<CZombie>::OnEnd                                      
MEMBER_FUNC   0x0760dd040  Action<CZombie>::OnSuspend                                  
MEMBER_FUNC   0x0760dd040  Action<CZombie>::OnResume                                   
MEMBER_FUNC   0x075e10fd0  Action<CZombie>::InitialContainedAction                     
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnLeaveGround                              
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnLandOnGround                             
MEMBER_FUNC   0x0760d7c80  Action<CZombie>::OnContact                                  
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnMoveToSuccess                            
MEMBER_FUNC   0x0760d7c80  Action<CZombie>::OnMoveToFailure                            
MEMBER_FUNC   0x0760d9890  Action<CZombie>::OnStuck                                    
MEMBER_FUNC   0x0760d9890  Action<CZombie>::OnUnStuck                                  
MEMBER_FUNC   0x0760d9890  Action<CZombie>::OnPostureChanged                           
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnAnimationActivityComplete                
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnAnimationActivityInterrupted             
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnAnimationEvent                           
MEMBER_FUNC   0x0760d9890  Action<CZombie>::OnIgnite                                   
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnInjured                                  
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnKilled                                   
MEMBER_FUNC   0x0760d7c80  Action<CZombie>::OnOtherKilled                              
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnSight                                    
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnLostSight                                
MEMBER_FUNC   0x0760dd990  Action<CZombie>::OnSound                                    
MEMBER_FUNC   0x0760dd990  Action<CZombie>::OnSpokeConcept                             
MEMBER_FUNC   0x0760d7c80  Action<CZombie>::OnWeaponFired                              
MEMBER_FUNC   0x0760d7c80  Action<CZombie>::OnNavAreaChanged                           
MEMBER_FUNC   0x0760d9890  Action<CZombie>::OnModelChanged                             
MEMBER_FUNC   0x0760d7c80  Action<CZombie>::OnPickUp                                   
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnDrop                                     
MEMBER_FUNC   0x0760d7c80  Action<CZombie>::OnActorEmoted                              
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnCommandAttack                            
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnCommandApproach(vec)                     
MEMBER_FUNC   0x0760d7c80  Action<CZombie>::OnCommandApproach(ent)                     
MEMBER_FUNC   0x0760d7c80  Action<CZombie>::OnCommandRetreat                           
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnCommandPause                             
MEMBER_FUNC   0x0760d9890  Action<CZombie>::OnCommandResume                            
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnCommandString                            
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnShoved                                   
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnBlinded                                  
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnTerritoryContested                       
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnTerritoryCaptured                        
MEMBER_FUNC   0x0760d7fc0  Action<CZombie>::OnTerritoryLost                            
MEMBER_FUNC   0x0760d9890  Action<CZombie>::OnWin                                      
MEMBER_FUNC   0x0760d9890  Action<CZombie>::OnLose                                     
MEMBER_FUNC   0x075e195e0  Action<CZombie>::IsAbleToBlockMovementOf                    
MEMBER_FUNC   0x000000000  Action<CZombie>::ApplyResult                                
MEMBER_FUNC   0x000000000  Action<CZombie>::InvokeOnEnd                                
MEMBER_FUNC   0x000000000  Action<CZombie>::InvokeOnResume                             
MEMBER_FUNC   0x000000000  Action<CZombie>::BuildDecoratedName [clone]                 
MEMBER_FUNC   0x000000000  Action<CZombie>::PrintStateToConsole                        
MEMBER_FUNC   0x07627ddc0  Action<CZombie>::~Action [D2]                               
MEMBER_FUNC   0x075e870f0  Action<CTFBot>::FirstContainedResponder [INER]              
MEMBER_FUNC   0x075e10fd0  Action<CTFBot>::NextContainedResponder [INER]               
MEMBER_FUNC   0x07621b990  Action<CTFBot>::OnLeaveGround [INER]                        
MEMBER_FUNC   0x07621b680  Action<CTFBot>::OnLandOnGround [INER]                       
MEMBER_FUNC   0x07621a280  Action<CTFBot>::OnContact [INER]                            
MEMBER_FUNC   0x07621c950  Action<CTFBot>::OnMoveToSuccess [INER]                      
MEMBER_FUNC   0x07621c640  Action<CTFBot>::OnMoveToFailure [INER]                      
MEMBER_FUNC   0x07621e550  Action<CTFBot>::OnStuck [INER]                              
MEMBER_FUNC   0x07621f2a0  Action<CTFBot>::OnUnStuck [INER]                            
MEMBER_FUNC   0x07621d5f0  Action<CTFBot>::OnPostureChanged [INER]                     
MEMBER_FUNC   0x0762180b0  Action<CTFBot>::OnAnimationActivityComplete [INER]          
MEMBER_FUNC   0x0762183c0  Action<CTFBot>::OnAnimationActivityInterrupted [INER]       
MEMBER_FUNC   0x0762186d0  Action<CTFBot>::OnAnimationEvent [INER]                     
MEMBER_FUNC   0x07621ad40  Action<CTFBot>::OnIgnite [INER]                             
MEMBER_FUNC   0x07621b060  Action<CTFBot>::OnInjured [INER]                            
MEMBER_FUNC   0x07621b370  Action<CTFBot>::OnKilled [INER]                             
MEMBER_FUNC   0x07621cfd0  Action<CTFBot>::OnOtherKilled [INER]                        
MEMBER_FUNC   0x07621dc20  Action<CTFBot>::OnSight [INER]                              
MEMBER_FUNC   0x07621bfd0  Action<CTFBot>::OnLostSight [INER]                          
MEMBER_FUNC   0x07621df30  Action<CTFBot>::OnSound [INER]                              
MEMBER_FUNC   0x07621e240  Action<CTFBot>::OnSpokeConcept [INER]                       
MEMBER_FUNC   0x07621f5c0  Action<CTFBot>::OnWeaponFired [INER]                        
MEMBER_FUNC   0x07621cc60  Action<CTFBot>::OnNavAreaChanged [INER]                     
MEMBER_FUNC   0x07621c320  Action<CTFBot>::OnModelChanged [INER]                       
MEMBER_FUNC   0x07621d2e0  Action<CTFBot>::OnPickUp [INER]                             
MEMBER_FUNC   0x07621a590  Action<CTFBot>::OnDrop [INER]                               
MEMBER_FUNC   0x076217da0  Action<CTFBot>::OnActorEmoted [INER]                        
MEMBER_FUNC   0x076219310  Action<CTFBot>::OnCommandAttack [INER]                      
MEMBER_FUNC   0x076219000  Action<CTFBot>::OnCommandApproach(vec) [INER]               
MEMBER_FUNC   0x076218cf0  Action<CTFBot>::OnCommandApproach(ent) [INER]               
MEMBER_FUNC   0x076219c60  Action<CTFBot>::OnCommandRetreat [INER]                     
MEMBER_FUNC   0x076219620  Action<CTFBot>::OnCommandPause [INER]                       
MEMBER_FUNC   0x076219930  Action<CTFBot>::OnCommandResume [INER]                      
MEMBER_FUNC   0x076219f70  Action<CTFBot>::OnCommandString [INER]                      
MEMBER_FUNC   0x07621d910  Action<CTFBot>::OnShoved [INER]                             
MEMBER_FUNC   0x0762189e0  Action<CTFBot>::OnBlinded [INER]                            
MEMBER_FUNC   0x07621ec80  Action<CTFBot>::OnTerritoryContested [INER]                 
MEMBER_FUNC   0x07621e970  Action<CTFBot>::OnTerritoryCaptured [INER]                  
MEMBER_FUNC   0x07621ef90  Action<CTFBot>::OnTerritoryLost [INER]                      
MEMBER_FUNC   0x07621fba0  Action<CTFBot>::OnWin [INER]                                
MEMBER_FUNC   0x07621bca0  Action<CTFBot>::OnLose [INER]                               
MEMBER_FUNC   0x0760d78e0  Action<CTFBot>::IsNamed                                     
MEMBER_FUNC   0x076212660  Action<CTFBot>::GetFullName                                 
MEMBER_FUNC   0x0760dd040  Action<CTFBot>::OnStart                                     
MEMBER_FUNC   0x0760dd040  Action<CTFBot>::Update                                      
MEMBER_FUNC   0x075e0fa90  Action<CTFBot>::OnEnd                                       
MEMBER_FUNC   0x0760dd040  Action<CTFBot>::OnSuspend                                   
MEMBER_FUNC   0x0760dd040  Action<CTFBot>::OnResume                                    
MEMBER_FUNC   0x075e10fd0  Action<CTFBot>::InitialContainedAction                      
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnLeaveGround                               
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnLandOnGround                              
MEMBER_FUNC   0x0760d7c80  Action<CTFBot>::OnContact                                   
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnMoveToSuccess                             
MEMBER_FUNC   0x0760d7c80  Action<CTFBot>::OnMoveToFailure                             
MEMBER_FUNC   0x0760d9890  Action<CTFBot>::OnStuck                                     
MEMBER_FUNC   0x0760d9890  Action<CTFBot>::OnUnStuck                                   
MEMBER_FUNC   0x0760d9890  Action<CTFBot>::OnPostureChanged                            
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnAnimationActivityComplete                 
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnAnimationActivityInterrupted              
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnAnimationEvent                            
MEMBER_FUNC   0x0760d9890  Action<CTFBot>::OnIgnite                                    
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnInjured                                   
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnKilled                                    
MEMBER_FUNC   0x0760d7c80  Action<CTFBot>::OnOtherKilled                               
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnSight                                     
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnLostSight                                 
MEMBER_FUNC   0x0760dd990  Action<CTFBot>::OnSound                                     
MEMBER_FUNC   0x0760dd990  Action<CTFBot>::OnSpokeConcept                              
MEMBER_FUNC   0x0760d7c80  Action<CTFBot>::OnWeaponFired                               
MEMBER_FUNC   0x0760d7c80  Action<CTFBot>::OnNavAreaChanged                            
MEMBER_FUNC   0x0760d9890  Action<CTFBot>::OnModelChanged                              
MEMBER_FUNC   0x0760d7c80  Action<CTFBot>::OnPickUp                                    
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnDrop                                      
MEMBER_FUNC   0x0760d7c80  Action<CTFBot>::OnActorEmoted                               
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnCommandAttack                             
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnCommandApproach(vec)                      
MEMBER_FUNC   0x0760d7c80  Action<CTFBot>::OnCommandApproach(ent)                      
MEMBER_FUNC   0x0760d7c80  Action<CTFBot>::OnCommandRetreat                            
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnCommandPause                              
MEMBER_FUNC   0x0760d9890  Action<CTFBot>::OnCommandResume                             
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnCommandString                             
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnShoved                                    
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnBlinded                                   
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnTerritoryContested                        
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnTerritoryCaptured                         
MEMBER_FUNC   0x0760d7fc0  Action<CTFBot>::OnTerritoryLost                             
MEMBER_FUNC   0x0760d9890  Action<CTFBot>::OnWin                                       
MEMBER_FUNC   0x0760d9890  Action<CTFBot>::OnLose                                      
MEMBER_FUNC   0x075e195e0  Action<CTFBot>::IsAbleToBlockMovementOf                     
MEMBER_FUNC   0x000000000  Action<CTFBot>::ApplyResult                                 
MEMBER_FUNC   0x000000000  Action<CTFBot>::InvokeOnEnd                                 
MEMBER_FUNC   0x000000000  Action<CTFBot>::InvokeOnResume                              
MEMBER_FUNC   0x000000000  Action<CTFBot>::BuildDecoratedName [clone]                  
MEMBER_FUNC   0x000000000  Action<CTFBot>::PrintStateToConsole                         
MEMBER_FUNC   0x07620e840  Action<CTFBot>::~Action [D2]                                
MEMBER_FUNC   0x000000000  NextBotManager::CollectAllBots                              
STATIC_FUNC   0x000000000  TheNextBots                                                 
MEMBER_FUNC   0x000000000  Path::GetPosition                                           
MEMBER_FUNC   0x000000000  Path::GetClosestPosition                                    
MEMBER_FUNC   0x000000000  Path::GetSubject                                            
MEMBER_FUNC   0x000000000  Path::GetAge                                                
MEMBER_FUNC   0x000000000  Path::MoveCursorToClosestPosition                           
MEMBER_FUNC   0x000000000  Path::MoveCursorToStart                                     
MEMBER_FUNC   0x000000000  Path::MoveCursorToEnd                                       
MEMBER_FUNC   0x000000000  Path::MoveCursor                                            
MEMBER_FUNC   0x000000000  Path::GetCursorPosition                                     
MEMBER_FUNC   0x000000000  Path::GetCursorData                                         
MEMBER_FUNC   0x000000000  Path::DrawInterpolated                                      
MEMBER_FUNC   0x000000000  Path::FirstSegment                                          
MEMBER_FUNC   0x000000000  Path::NextSegment                                           
MEMBER_FUNC   0x000000000  Path::PriorSegment                                          
MEMBER_FUNC   0x000000000  Path::LastSegment                                           
MEMBER_FUNC   0x000000000  Path::Copy                                                  
MEMBER_FUNC   0x000000000  Path::ComputeWithOpenGoal                                   
MEMBER_FUNC   0x000000000  Path::ComputeAreaCrossing                                   
MEMBER_FUNC   0x000000000  PathFollower::PathFollower [C1]                             
MEMBER_FUNC   0x0760eaa30  PathFollower::~PathFollower [D1]                            
MEMBER_FUNC   0x000000000  PathFollower::GetCurrentGoal                                
MEMBER_FUNC   0x000000000  PathFollower::Draw                                          
MEMBER_FUNC   0x000000000  PathFollower::OnPathChanged                                 
MEMBER_FUNC   0x000000000  PathFollower::GetHindrance                                  
MEMBER_FUNC   0x000000000  PathFollower::IsDiscontinuityAhead                          
MEMBER_FUNC   0x000000000  ChasePath::GetLeadRadius                                    
MEMBER_FUNC   0x000000000  ChasePath::GetMaxPathLength                                 
MEMBER_FUNC   0x000000000  ChasePath::PredictSubjectPosition                           
MEMBER_FUNC   0x000000000  ChasePath::IsRepathNeeded                                   
MEMBER_FUNC   0x000000000  ChasePath::GetLifetime                                      
MEMBER_FUNC   0x000000000  Path::GetCurrentGoal                                        
MEMBER_FUNC   0x000000000  Path::Invalidate                                            
MEMBER_FUNC   0x000000000  Path::Draw                                                  
MEMBER_FUNC   0x000000000  Path::OnPathChanged                                         
MEMBER_FUNC   0x07620e840  Action<CTFBot>::~Action [D2]                                
MEMBER_FUNC   0x07627ddc0  Action<CZombie>::~Action [D2]                               
STATIC_FUNC   0x075f31ef0  GetParticleSystemIndex                                      
STATIC_FUNC   0x000000000  GetParticleSystemNameFromIndex                              
STATIC_FUNC   0x000000000  TE_DispatchEffect                                           
STATIC_FUNC   0x000000000  TE_PhysicsProp                                              
STATIC_FUNC   0x000000000  TE_BreakModel                                               
STATIC_FUNC   0x000000000  TE_BeamPoints                                               
STATIC_FUNC   0x000000000  TE_BeamRingPoint                                            
